Date,Time, MagX , MagY , MagZ , AccX , AccY , AccZ , GyroX , GyroY , GyroZ , Temp , Humid , Roll , Pitch , Yaw
2021/10/13,34:11.0,46,32.5,128.75,0.025,-0.002,1.031,0,-0.03,-0.03,29.91,31.15,-1.39,-0.1,140.22
2021/10/13,34:12.0,40.375,32.375,127,0.026,-0.001,1.031,-0.03,-0.061,-0.03,29.89,31.16,-1.33,-0.02,140.18
2021/10/13,34:13.0,46.875,35.375,131,0.025,-0.002,1.032,-0.03,-0.061,0.03,29.93,31.19,-1.4,-0.1,140.21
2021/10/13,34:14.0,44,32.5,128.75,0.026,-0.002,1.032,0.03,-0.091,-0.03,29.94,31.2,-1.46,-0.16,140.25
2021/10/13,34:15.0,43.125,34.375,129,0.025,-0.003,1.033,-0.03,-0.091,0,29.94,31.23,-1.39,-0.08,140.2
2021/10/13,34:16.0,41.375,33.75,131.5,0.025,-0.001,1.033,0,-0.061,-0.061,29.94,31.21,-1.31,0.02,140.15
2021/10/13,34:17.0,42.75,32.75,127.875,0.024,-0.003,1.033,0.03,-0.122,-0.03,29.98,31.2,-1.34,-0.04,140.16
2021/10/13,34:18.0,42.5,33.875,133.875,0.026,-0.001,1.033,-0.03,-0.091,-0.03,29.96,31.19,-1.32,0.01,140.13
2021/10/13,34:19.0,42.5,35.25,127.25,0.025,-0.002,1.033,0.03,-0.03,0,30.02,31.19,-1.24,0.09,140.07
2021/10/13,34:20.0,43.75,34,129,0.025,-0.003,1.033,-0.03,-0.061,0,29.98,31.17,-1.3,0.01,140.09
2021/10/13,34:21.0,42.5,33.375,131.25,0.026,-0.003,1.033,0,0,-0.03,29.98,31.14,-1.32,-0.01,140.08
2021/10/13,34:22.0,44.125,34.125,133.25,0.025,-0.001,1.031,0.03,-0.122,-0.03,29.94,31.12,-1.35,-0.03,140.08
2021/10/13,34:23.0,44.125,35.375,126.125,0.025,-0.002,1.032,0,0,-0.061,29.96,31.11,-1.31,0,140.05
2021/10/13,34:24.0,43.625,35.25,128.75,0.025,-0.002,1.032,-0.03,-0.03,-0.061,29.97,31.12,-1.28,0.03,140.02
2021/10/13,34:25.0,45.5,35.75,128.25,0.025,-0.001,1.032,0,-0.091,0,29.98,31.12,-1.31,0,140.02
2021/10/13,34:26.0,49.125,34.125,131.625,0.025,-0.002,1.031,-0.03,-0.061,-0.03,29.94,31.09,-1.5,-0.24,140.14
2021/10/13,34:27.0,46.5,32.625,128.375,0.026,-0.002,1.032,0,-0.091,0.03,29.93,31.11,-1.6,-0.35,140.22
2021/10/13,34:28.0,43.75,34.625,132.75,0.026,-0.003,1.03,-0.03,-0.061,0,29.95,31.1,-1.48,-0.21,140.17
2021/10/13,34:29.0,44.375,32.75,127.375,0.025,-0.002,1.031,0.061,-0.091,0,29.92,31.12,-1.51,-0.23,140.2
2021/10/13,34:30.0,42.25,36,127.375,0.024,-0.001,1.031,-0.03,-0.091,-0.03,29.92,31.12,-1.31,-0.01,140.08
2021/10/13,34:31.0,41.625,34.875,128.125,0.025,-0.002,1.033,0.03,-0.061,-0.03,29.94,31.14,-1.23,0.1,140.01
2021/10/13,34:32.0,46.25,35,128.625,0.024,-0.002,1.031,0.03,-0.091,0.03,29.92,31.11,-1.33,-0.03,140.06
2021/10/13,34:33.0,43.125,31.625,131.25,0.026,-0.002,1.031,-0.03,-0.03,-0.061,29.9,31.12,-1.42,-0.14,140.11
2021/10/13,34:34.0,43.625,32.875,123.625,0.025,-0.002,1.031,0,-0.03,-0.03,29.94,31.13,-1.45,-0.17,140.13
2021/10/13,34:34.9,43.5,33,130.125,0.025,-0.003,1.032,0.03,-0.061,0.03,29.91,31.13,-1.45,-0.17,140.13
2021/10/13,34:35.9,46,32.25,131.875,0.026,0,1.032,0.03,-0.061,0,29.92,31.13,-1.56,-0.28,140.21
2021/10/13,34:36.9,43.625,34.625,130.25,0.025,-0.002,1.031,0,-0.091,0,29.9,31.13,-1.45,-0.15,140.16
2021/10/13,34:37.9,41.5,31.625,132,0.025,-0.002,1.031,0,-0.061,-0.03,29.92,31.13,-1.44,-0.14,140.16
2021/10/13,34:38.9,48.25,30.75,129.5,0.026,0,1.032,0.03,-0.061,0.03,29.9,31.16,-1.69,-0.43,140.33
2021/10/13,34:39.9,45.375,34.875,126.875,0.026,0,1.032,0,-0.061,-0.03,29.91,31.16,-1.58,-0.28,140.29
2021/10/13,34:40.9,44.5,35.125,129.625,0.026,-0.001,1.031,0,-0.03,0,29.91,31.16,-1.48,-0.14,140.24
2021/10/13,34:41.9,46.25,33.625,129.125,0.026,-0.001,1.033,0.061,-0.061,-0.03,29.88,31.18,-1.54,-0.21,140.29
2021/10/13,34:42.9,42.75,37.5,132.25,0.026,-0.001,1.031,0.03,-0.03,0,29.89,31.22,-1.29,0.07,140.15
2021/10/13,34:43.9,42.125,36.125,132,0.025,-0.003,1.034,0.03,-0.061,0.03,29.88,31.23,-1.18,0.17,140.07
2021/10/13,34:44.9,44.375,31.625,130,0.025,-0.002,1.031,-0.03,-0.061,0,29.86,31.23,-1.37,-0.07,140.16
2021/10/13,34:45.9,44,31.75,131,0.025,-0.003,1.031,0,-0.091,0,29.89,31.24,-1.46,-0.19,140.22
2021/10/13,34:46.9,44.625,32.5,131.5,0.025,-0.002,1.031,0.03,-0.061,-0.03,29.89,31.26,-1.5,-0.24,140.26
2021/10/13,34:47.9,46.25,33.625,135,0.026,-0.001,1.031,-0.061,-0.061,-0.03,29.89,31.27,-1.54,-0.27,140.29
2021/10/13,34:48.9,45.375,32.125,132.125,0.025,-0.002,1.032,-0.03,-0.03,0.03,29.89,31.29,-1.59,-0.33,140.34
2021/10/13,34:49.9,45.875,34.625,126.625,0.025,-0.003,1.031,0.03,-0.03,0,29.91,31.28,-1.53,-0.27,140.33
2021/10/13,34:50.9,43.5,38.625,126.125,0.025,-0.002,1.03,0,-0.03,0.03,29.9,31.27,-1.25,0.04,140.16
2021/10/13,34:51.9,47.25,32.625,130.625,0.025,-0.001,1.032,0,-0.061,-0.03,29.91,31.27,-1.46,-0.2,140.28
2021/10/13,34:52.9,45.75,33.75,131.5,0.025,-0.002,1.032,0,-0.03,0,29.91,31.27,-1.48,-0.23,140.31
2021/10/13,34:53.9,42,34.5,130.25,0.025,-0.002,1.033,-0.03,-0.061,0,29.91,31.29,-1.34,-0.06,140.23
2021/10/13,34:54.9,45.5,35,128.5,0.026,-0.003,1.032,0,-0.03,-0.061,29.93,31.28,-1.37,-0.1,140.23
2021/10/13,34:55.9,42.625,33.625,127.75,0.025,-0.002,1.032,0,-0.061,-0.03,29.91,31.28,-1.34,-0.06,140.21
2021/10/13,34:56.9,46.25,32.875,131.875,0.025,-0.002,1.031,-0.03,-0.091,-0.03,29.93,31.29,-1.47,-0.22,140.29
2021/10/13,34:57.9,43.375,30.875,133.375,0.025,-0.002,1.032,0,-0.122,0,29.92,31.27,-1.53,-0.29,140.33
2021/10/13,34:58.9,44.125,34.125,129.25,0.025,-0.001,1.032,0.03,-0.122,0,29.94,31.26,-1.46,-0.19,140.3
2021/10/13,34:59.9,43.25,32.625,129.25,0.025,-0.002,1.032,0,-0.091,0,29.95,31.27,-1.45,-0.18,140.3
2021/10/13,35:00.8,43.25,32,132.625,0.025,-0.003,1.032,0,-0.03,-0.091,29.94,31.25,-1.46,-0.21,140.32
2021/10/13,35:01.8,42.875,34.75,132.25,0.025,-0.003,1.032,0,-0.061,0,29.95,31.22,-1.35,-0.08,140.25
2021/10/13,35:02.8,44.5,32.625,134,0.024,-0.002,1.033,-0.061,-0.03,0.03,29.98,31.19,-1.41,-0.16,140.29
2021/10/13,35:03.8,43.25,33.875,125.375,0.026,-0.003,1.032,0.03,-0.061,-0.061,29.94,31.19,-1.38,-0.11,140.27
2021/10/13,35:04.8,46.25,31.75,130.25,0.025,-0.003,1.031,0.03,-0.061,-0.03,29.92,31.18,-1.53,-0.31,140.37
2021/10/13,35:05.8,40.75,32,130.5,0.024,-0.002,1.031,0.03,-0.091,-0.03,29.91,31.16,-1.42,-0.18,140.32
2021/10/13,35:06.8,44.875,33.25,130.625,0.025,-0.002,1.03,0,-0.061,0,29.94,31.17,-1.45,-0.2,140.34
2021/10/13,35:07.8,42.875,35.75,126.75,0.026,-0.003,1.032,0,-0.03,-0.061,29.97,31.17,-1.31,-0.03,140.25
2021/10/13,35:08.8,44.375,30.125,128.125,0.026,-0.002,1.031,-0.03,-0.061,0,29.95,31.16,-1.51,-0.27,140.36
2021/10/13,35:09.8,47.625,31.25,130.125,0.025,-0.001,1.031,0.061,-0.03,-0.061,29.94,31.17,-1.66,-0.45,140.49
2021/10/13,35:10.8,44.25,33.5,128.375,0.024,-0.002,1.031,0,-0.061,0,30,31.16,-1.55,-0.32,140.46
2021/10/13,35:11.8,45.625,32.75,132.875,0.026,-0.003,1.031,0,-0.122,0,29.98,31.17,-1.57,-0.34,140.49
2021/10/13,35:12.8,41.25,33,131.75,0.025,-0.002,1.033,-0.03,-0.091,0,30,31.16,-1.42,-0.17,140.42
2021/10/13,35:13.8,39.625,33.75,133.75,0.025,-0.002,1.031,-0.03,-0.061,-0.061,29.99,31.12,-1.25,0.04,140.31
2021/10/13,35:14.8,43.75,34.375,132.125,0.025,-0.002,1.032,0,-0.061,0,30.01,31.1,-1.27,0.02,140.3
2021/10/13,35:15.8,44.375,34.75,132.625,0.025,-0.001,1.032,0.061,-0.091,0,30.01,31.1,-1.28,0.02,140.3
2021/10/13,35:16.8,47.125,35.625,130.625,0.025,-0.002,1.031,0,-0.091,0,30,31.08,-1.35,-0.07,140.33
2021/10/13,35:17.8,47,30.125,129.375,0.026,-0.002,1.032,-0.061,-0.061,0,30,31.04,-1.6,-0.39,140.5
2021/10/13,35:18.8,42.875,32.625,127.125,0.026,-0.003,1.033,0,-0.091,-0.03,30.04,31.04,-1.53,-0.29,140.46
2021/10/13,35:19.8,42.5,33,129.875,0.025,-0.001,1.032,0,-0.061,0,30.03,31.04,-1.43,-0.17,140.43
2021/10/13,35:20.8,41.625,32.25,132.5,0.025,-0.002,1.032,0,-0.061,0,30.11,31.03,-1.39,-0.12,140.4
2021/10/13,35:21.8,45.625,33.125,132.75,0.023,-0.002,1.031,0,-0.061,0.03,30.08,31.02,-1.44,-0.2,140.45
2021/10/13,35:22.8,44,33.5,131,0.024,-0.002,1.033,-0.061,-0.061,0,30.12,31.02,-1.4,-0.16,140.44
2021/10/13,35:23.8,42.125,33,128.875,0.025,-0.002,1.032,0.03,-0.03,0,30.13,30.97,-1.35,-0.1,140.41
2021/10/13,35:24.8,45.625,31,131.875,0.024,-0.002,1.031,0.03,-0.03,0,30.13,30.99,-1.5,-0.29,140.51
2021/10/13,35:25.8,42.25,33.5,130,0.025,-0.003,1.031,0,-0.091,0.03,30.12,30.96,-1.39,-0.16,140.45
2021/10/13,35:26.8,41.875,30.875,129.875,0.025,-0.004,1.031,0,-0.061,0,30.11,30.97,-1.42,-0.2,140.47
2021/10/13,35:27.8,41.75,30.25,129.625,0.024,-0.003,1.031,0.061,-0.061,0,30.17,30.95,-1.45,-0.24,140.5
2021/10/13,35:28.8,41.75,33.125,131,0.025,-0.001,1.032,0.03,-0.122,-0.03,30.17,30.93,-1.36,-0.11,140.45
2021/10/13,35:29.7,44.875,33,125.375,0.025,-0.002,1.033,0.03,-0.091,0.03,30.15,30.92,-1.43,-0.18,140.49
2021/10/13,35:30.7,44.625,32.875,130.75,0.025,-0.001,1.032,-0.03,-0.091,0.03,30.16,30.92,-1.46,-0.2,140.51
2021/10/13,35:31.7,45.375,32.125,131.25,0.025,-0.003,1.033,0.03,-0.03,0,30.17,30.91,-1.52,-0.29,140.57
2021/10/13,35:32.7,46.375,35.125,132.125,0.025,-0.002,1.033,0,-0.122,0,30.18,30.9,-1.47,-0.23,140.55
2021/10/13,35:33.7,43.5,32.875,129.25,0.026,-0.003,1.032,0.061,-0.091,0,30.18,30.87,-1.45,-0.2,140.54
2021/10/13,35:34.7,47.125,33.125,126.25,0.025,-0.002,1.031,0.061,-0.061,0.03,30.18,30.86,-1.55,-0.3,140.62
2021/10/13,35:35.7,41.875,34.375,131,0.025,-0.003,1.03,0.03,-0.061,-0.03,30.17,30.82,-1.37,-0.09,140.52
2021/10/13,35:36.7,45,35,131.25,0.025,-0.002,1.033,0.061,-0.091,0.03,30.17,30.84,-1.34,-0.07,140.5
2021/10/13,35:37.7,42.25,31.875,129.25,0.024,-0.002,1.03,0,-0.061,-0.03,30.15,30.83,-1.36,-0.09,140.51
2021/10/13,35:38.7,48.375,32.625,129.75,0.024,-0.004,1.031,0.061,-0.091,0,30.18,30.83,-1.53,-0.33,140.64
2021/10/13,35:39.7,43.875,33,133.5,0.025,-0.003,1.033,0.03,-0.03,0,30.19,30.83,-1.48,-0.26,140.62
2021/10/13,35:40.7,44.5,31.5,133.625,0.026,-0.002,1.031,0,-0.061,-0.03,30.22,30.84,-1.53,-0.3,140.66
2021/10/13,35:41.7,46.875,33.25,129.125,0.024,-0.003,1.031,0.03,-0.03,-0.03,30.19,30.84,-1.56,-0.35,140.7
2021/10/13,35:42.7,42.125,29.875,131,0.025,-0.003,1.032,0.03,-0.061,-0.03,30.22,30.83,-1.56,-0.36,140.72
2021/10/13,35:43.7,46.625,28.875,134,0.025,-0.002,1.031,0,-0.03,0.03,30.2,30.82,-1.72,-0.57,140.86
2021/10/13,35:44.7,40.25,29.125,131.25,0.025,-0.003,1.031,0,-0.091,0.061,30.2,30.82,-1.62,-0.44,140.84
2021/10/13,35:45.7,42,32.125,132.375,0.025,-0.002,1.031,0.091,-0.091,0,30.19,30.85,-1.49,-0.27,140.79
2021/10/13,35:46.7,41.875,34.875,128.125,0.025,-0.002,1.031,0,-0.03,0,30.21,30.83,-1.3,-0.05,140.68
2021/10/13,35:47.7,40.625,30.875,130.5,0.025,-0.003,1.034,0,-0.03,0.03,30.22,30.84,-1.31,-0.07,140.67
2021/10/13,35:48.7,43.75,30.125,133.375,0.025,-0.002,1.032,0.061,-0.091,0.03,30.19,30.83,-1.45,-0.23,140.75
2021/10/13,35:49.7,45,31.5,130.875,0.026,-0.002,1.032,0,0.03,-0.03,30.2,30.83,-1.52,-0.3,140.8
2021/10/13,35:50.7,43.25,35.125,129.75,0.026,-0.002,1.031,0,-0.03,-0.03,30.19,30.81,-1.36,-0.11,140.71
2021/10/13,35:51.7,41.875,33.25,128,0.024,-0.003,1.032,0.03,-0.091,-0.03,30.18,30.83,-1.29,-0.03,140.66
2021/10/13,35:52.7,44.875,32.5,129.125,0.025,-0.003,1.031,0.03,-0.03,0,30.17,30.8,-1.38,-0.15,140.71
2021/10/13,35:53.6,44.375,36.875,129.5,0.025,-0.002,1.03,0,-0.091,-0.03,30.18,30.81,-1.24,0.02,140.62
2021/10/13,35:54.7,45.875,34.25,131.375,0.025,-0.002,1.032,-0.03,-0.061,-0.061,30.19,30.81,-1.33,-0.06,140.65
2021/10/13,35:55.6,42.25,35.125,130.125,0.024,-0.003,1.031,0.03,-0.061,0,30.17,30.8,-1.21,0.06,140.56
2021/10/13,35:56.6,43.5,33,133,0.025,-0.003,1.031,-0.03,-0.03,-0.03,30.16,30.77,-1.27,-0.02,140.58
2021/10/13,35:57.6,44.625,30.625,129.75,0.024,-0.003,1.032,0.03,-0.03,0,30.17,30.8,-1.43,-0.23,140.68
2021/10/13,35:58.6,45.625,31.375,132.25,0.025,-0.002,1.032,0,0,-0.03,30.17,30.8,-1.52,-0.34,140.75
2021/10/13,35:59.6,45.625,35,127.75,0.026,-0.002,1.031,0.061,-0.03,-0.03,30.13,30.79,-1.45,-0.22,140.71
2021/10/13,36:00.6,44.625,35.125,131.75,0.026,-0.003,1.032,0,-0.091,0.03,30.15,30.8,-1.38,-0.12,140.66
2021/10/13,36:01.6,43.25,33.375,131.375,0.025,-0.002,1.031,0,-0.061,0.061,30.14,30.78,-1.36,-0.08,140.64
2021/10/13,36:02.6,43.125,35.75,130.125,0.025,-0.003,1.031,0,-0.122,-0.03,30.16,30.78,-1.24,0.05,140.56
2021/10/13,36:03.6,43.75,32.625,129.375,0.025,-0.002,1.03,0,0,0,30.14,30.8,-1.32,-0.04,140.59
2021/10/13,36:04.6,44,34,130.625,0.025,-0.002,1.031,0.03,-0.091,0.03,30.13,30.81,-1.32,-0.04,140.58
2021/10/13,36:05.6,43.125,30.875,133.75,0.025,-0.003,1.032,0.03,-0.091,-0.061,30.18,30.82,-1.42,-0.16,140.63
2021/10/13,36:06.6,43.125,33.625,129.625,0.026,-0.001,1.03,0,-0.061,-0.03,30.11,30.82,-1.37,-0.08,140.59
2021/10/13,36:07.6,41.5,32.125,133.5,0.025,-0.003,1.031,0,-0.03,0,30.11,30.83,-1.35,-0.05,140.57
2021/10/13,36:08.6,46.625,34.125,127.875,0.026,-0.002,1.031,-0.03,-0.061,0,30.11,30.87,-1.43,-0.15,140.62
2021/10/13,36:09.6,46.25,32.125,129.75,0.025,-0.002,1.031,0,-0.061,0,30.1,30.84,-1.54,-0.28,140.7
2021/10/13,36:10.6,45.375,34,125.625,0.025,-0.001,1.031,-0.03,-0.03,0.061,30.09,30.88,-1.49,-0.23,140.69
2021/10/13,36:11.6,44.875,30.75,130.875,0.024,-0.002,1.031,0,-0.061,-0.03,30.05,30.87,-1.57,-0.34,140.76
2021/10/13,36:12.6,44.75,30.25,132.5,0.024,-0.003,1.03,0,-0.091,-0.03,30.02,30.89,-1.63,-0.42,140.82
2021/10/13,36:13.6,43.375,36,129.75,0.025,-0.002,1.031,0,-0.03,-0.03,30.03,30.92,-1.39,-0.14,140.69
2021/10/13,36:14.6,45,31.125,130.125,0.025,-0.002,1.031,0.061,-0.122,0,30.03,30.93,-1.5,-0.28,140.77
2021/10/13,36:15.6,44.75,34.125,132.875,0.025,-0.003,1.03,0.03,-0.03,-0.03,29.99,30.93,-1.44,-0.2,140.74
2021/10/13,36:16.6,44,35.75,132,0.024,-0.003,1.031,0.03,-0.091,0,30.02,30.97,-1.3,-0.04,140.66
2021/10/13,36:17.6,45.5,34,130,0.026,-0.001,1.032,0,-0.091,-0.03,30.01,30.98,-1.37,-0.09,140.68
2021/10/13,36:18.6,44.875,30.625,130.625,0.024,-0.003,1.032,0,-0.061,0,30.02,31.01,-1.5,-0.27,140.77
2021/10/13,36:19.6,43.5,34.125,129.875,0.025,-0.002,1.032,-0.03,-0.061,-0.03,30.02,31.04,-1.4,-0.15,140.71
2021/10/13,36:20.6,44,32.25,128.25,0.026,-0.001,1.031,0.03,-0.061,0.03,29.95,31.03,-1.44,-0.17,140.74
2021/10/13,36:21.6,43.125,35.875,127.25,0.025,-0.002,1.031,0.03,-0.03,-0.03,29.97,31.04,-1.28,0.02,140.64
2021/10/13,36:22.6,41,37,125.75,0.025,-0.002,1.032,0.03,-0.061,-0.03,30.01,31.06,-1.06,0.27,140.48
2021/10/13,36:23.6,43.125,31.625,134,0.024,-0.003,1.032,0,-0.061,-0.061,29.95,31.04,-1.22,0.05,140.54
2021/10/13,36:24.6,44.25,32.625,129.375,0.024,-0.002,1.031,0.03,-0.091,0.03,30.01,31.03,-1.32,-0.07,140.59
2021/10/13,36:25.6,44.25,28.625,131.25,0.025,-0.003,1.03,0,-0.091,0,29.98,31.01,-1.53,-0.35,140.72
2021/10/13,36:26.6,45.125,35.125,130.875,0.026,-0.003,1.032,0,-0.091,-0.03,30.03,31.03,-1.44,-0.22,140.66
2021/10/13,36:27.6,44.375,33.125,128.75,0.025,-0.002,1.032,0.03,-0.061,0,30.07,31.04,-1.44,-0.2,140.66
2021/10/13,36:28.5,47.375,34.375,126.625,0.024,-0.001,1.032,0,-0.03,0.061,30.04,31.04,-1.48,-0.24,140.71
2021/10/13,36:29.5,44.25,33.25,129.75,0.025,-0.003,1.031,-0.03,-0.122,0,30.04,31.02,-1.46,-0.2,140.7
2021/10/13,36:30.5,43.25,35.625,128.125,0.025,-0.002,1.031,-0.03,-0.122,-0.061,30.06,31,-1.31,-0.03,140.6
2021/10/13,36:31.5,40.375,35.875,130.75,0.025,-0.002,1.032,0,-0.061,-0.03,30.06,31.01,-1.11,0.2,140.47
2021/10/13,36:32.5,45.875,31.875,131,0.025,-0.003,1.031,-0.03,-0.061,-0.061,30.08,30.99,-1.33,-0.1,140.58
2021/10/13,36:33.5,43.25,33.875,132.25,0.025,-0.003,1.033,0.03,-0.03,0.03,30.05,30.98,-1.3,-0.06,140.55
2021/10/13,36:34.5,41.625,35.625,126.875,0.025,-0.002,1.033,0,-0.091,-0.061,30.1,30.97,-1.16,0.12,140.45
2021/10/13,36:35.5,45.875,33,130.5,0.025,-0.002,1.032,0,-0.091,0,30.12,30.97,-1.33,-0.08,140.53
2021/10/13,36:36.5,44.875,32.75,126.25,0.025,-0.002,1.032,-0.061,-0.091,-0.03,30.13,30.95,-1.41,-0.17,140.57
2021/10/13,36:37.5,45.875,34.125,132.875,0.026,-0.002,1.033,-0.03,-0.061,-0.03,30.15,30.91,-1.44,-0.18,140.58
2021/10/13,36:38.5,43.75,30.125,124,0.025,-0.003,1.032,0,-0.03,-0.061,30.13,30.91,-1.55,-0.33,140.66
2021/10/13,36:39.5,43.125,30.75,128.375,0.026,-0.002,1.032,0,-0.091,-0.03,30.14,30.89,-1.57,-0.34,140.69
2021/10/13,36:40.4,43.625,33,126.625,0.025,-0.003,1.034,-0.03,-0.03,-0.03,30.16,30.89,-1.5,-0.25,140.66
2021/10/13,36:41.4,46.5,31.625,128.125,0.025,-0.003,1.031,0,-0.091,0,30.17,30.85,-1.6,-0.39,140.75
2021/10/13,36:42.4,46.125,31.75,130,0.025,-0.003,1.032,0,-0.03,0,30.18,30.83,-1.63,-0.44,140.8
2021/10/13,36:43.4,45,32.25,133,0.024,-0.002,1.032,0,0,0.03,30.17,30.83,-1.58,-0.39,140.81
2021/10/13,36:44.4,43.375,33.75,128.875,0.025,-0.003,1.031,0,-0.091,-0.03,30.19,30.84,-1.45,-0.24,140.75
2021/10/13,36:45.4,45,30.875,131.25,0.025,-0.003,1.032,-0.061,-0.091,0,30.2,30.8,-1.54,-0.36,140.82
2021/10/13,36:46.4,45.375,30.75,130.625,0.026,-0.002,1.032,0,-0.061,0,30.2,30.82,-1.62,-0.43,140.88
2021/10/13,36:47.4,40.375,35.25,128,0.025,-0.003,1.031,-0.061,-0.091,-0.091,30.2,30.81,-1.3,-0.07,140.71
2021/10/13,36:48.4,46.875,32,129.5,0.025,-0.002,1.032,-0.03,-0.091,-0.03,30.2,30.78,-1.47,-0.26,140.81
2021/10/13,36:49.4,44.375,32.125,129.5,0.024,-0.003,1.031,-0.03,-0.061,0.03,30.25,30.78,-1.47,-0.28,140.83
2021/10/13,36:50.4,47,33.125,133.75,0.025,-0.003,1.031,0.061,-0.03,0,30.22,30.75,-1.52,-0.33,140.88
2021/10/13,36:51.4,40.625,35.625,127.5,0.025,-0.002,1.032,0.061,-0.122,-0.03,30.22,30.76,-1.23,0.01,140.71
2021/10/13,36:52.4,42.5,30.875,130.25,0.024,-0.004,1.031,0,-0.03,-0.03,30.19,30.76,-1.33,-0.11,140.75
2021/10/13,36:53.4,42.75,35.375,128.375,0.024,-0.003,1.032,0,-0.091,0,30.2,30.76,-1.2,0.02,140.67
2021/10/13,36:54.4,43.5,31.125,132.375,0.024,-0.003,1.031,0.03,-0.061,-0.03,30.19,30.76,-1.33,-0.13,140.72
2021/10/13,36:55.4,43.25,30.5,131.625,0.025,-0.001,1.031,0.03,-0.061,0,30.2,30.77,-1.42,-0.21,140.78
2021/10/13,36:56.4,48.75,33.375,133.75,0.026,-0.002,1.031,0.03,0,-0.061,30.19,30.78,-1.55,-0.34,140.86
2021/10/13,36:57.4,45.125,34.375,130.625,0.025,-0.002,1.032,-0.03,-0.03,0.03,30.22,30.76,-1.46,-0.24,140.82
2021/10/13,36:58.4,41.625,34.25,131,0.026,-0.003,1.033,0,-0.061,-0.03,30.2,30.77,-1.31,-0.05,140.73
2021/10/13,36:59.4,45.875,32.125,130,0.026,-0.001,1.031,0,-0.03,-0.061,30.15,30.78,-1.45,-0.19,140.8
2021/10/13,37:00.4,45.125,36,131.25,0.024,-0.001,1.031,0.03,-0.091,0,30.2,30.76,-1.34,-0.05,140.74
2021/10/13,37:01.4,44.375,35.375,129.875,0.024,-0.003,1.031,0.03,-0.03,-0.03,30.18,30.77,-1.27,0,140.69
2021/10/13,37:02.4,43.875,33.625,130.75,0.025,-0.001,1.034,-0.03,-0.091,-0.03,30.17,30.79,-1.3,-0.01,140.69
2021/10/13,37:03.4,44.75,31.625,124.25,0.024,-0.003,1.032,0.061,-0.091,-0.03,30.17,30.78,-1.42,-0.17,140.77
2021/10/13,37:04.3,43,30.5,131,0.026,-0.002,1.032,0.03,-0.061,0,30.21,30.77,-1.49,-0.24,140.81
2021/10/13,37:05.3,42.75,32.375,129.875,0.025,-0.001,1.032,0.03,-0.091,0,30.2,30.78,-1.44,-0.16,140.78
2021/10/13,37:06.3,46,33.875,129.25,0.025,-0.002,1.032,-0.03,-0.03,-0.03,30.2,30.8,-1.46,-0.18,140.8
2021/10/13,37:07.3,42.125,34.375,126.25,0.025,-0.002,1.031,0.03,-0.091,-0.061,30.19,30.79,-1.32,-0.01,140.71
2021/10/13,37:08.3,46.125,31.5,128.875,0.025,-0.002,1.031,-0.03,-0.091,-0.03,30.2,30.8,-1.48,-0.22,140.81
2021/10/13,37:09.3,42.75,32.5,135.75,0.025,-0.002,1.031,-0.03,-0.091,-0.03,30.17,30.79,-1.42,-0.15,140.79
2021/10/13,37:10.3,45.125,33.75,127.875,0.025,-0.003,1.032,0,-0.03,-0.03,30.17,30.79,-1.42,-0.16,140.79
2021/10/13,37:11.3,42.25,37.25,124.125,0.025,-0.002,1.032,0.03,-0.03,-0.061,30.19,30.78,-1.17,0.13,140.62
2021/10/13,37:12.3,42.125,36.125,126,0.025,-0.003,1.031,0.03,-0.061,0,30.18,30.77,-1.08,0.23,140.53
2021/10/13,37:13.3,46.5,31.5,130.125,0.025,-0.003,1.03,0,-0.122,-0.061,30.14,30.78,-1.35,-0.12,140.67
2021/10/13,37:14.3,45.75,35,129.25,0.025,-0.003,1.032,0,-0.091,-0.03,30.16,30.78,-1.35,-0.11,140.66
2021/10/13,37:15.3,41.25,33.5,130.375,0.025,-0.003,1.031,0,-0.03,-0.03,30.12,30.78,-1.26,0,140.6
2021/10/13,37:16.3,45.125,35.5,126.75,0.024,-0.002,1.03,0,-0.061,0,30.16,30.77,-1.26,0.01,140.58
2021/10/13,37:17.3,41,31.625,129.875,0.025,-0.002,1.031,0.03,-0.122,-0.03,30.1,30.79,-1.29,-0.01,140.57
2021/10/13,37:18.3,46.125,35.5,130.875,0.025,-0.002,1.031,0,0,-0.03,30.13,30.81,-1.31,-0.03,140.57
2021/10/13,37:19.3,42.125,32.5,131.875,0.026,-0.001,1.031,0.061,-0.091,0.03,30.12,30.82,-1.32,-0.02,140.56
2021/10/13,37:20.3,42.375,30.125,132.125,0.025,-0.002,1.03,-0.03,-0.061,-0.03,30.11,30.85,-1.43,-0.15,140.61
2021/10/13,37:21.3,41.875,34.5,126.625,0.025,-0.002,1.033,0,-0.061,-0.03,30.14,30.87,-1.29,0.01,140.53
2021/10/13,37:22.3,41.375,33.5,130.125,0.025,-0.003,1.032,0.03,-0.061,-0.03,30.15,30.87,-1.24,0.06,140.48
2021/10/13,37:23.3,43.875,34.875,133.25,0.024,-0.003,1.031,0,-0.091,-0.03,30.11,30.85,-1.23,0.06,140.46
2021/10/13,37:24.3,43.75,30.375,131.25,0.025,-0.002,1.033,0.061,-0.061,0,30.15,30.85,-1.41,-0.15,140.55
2021/10/13,37:25.2,41.875,32.5,122.25,0.024,-0.002,1.032,0.03,-0.091,-0.03,30.15,30.86,-1.36,-0.09,140.52
