Date,Time, MagX , MagY , MagZ , AccX , AccY , AccZ , GyroX , GyroY , GyroZ , Temp , Roll , Pitch , Yaw
2021/10/13,31:48.6,41.875,34.625,130,0.026,-0.001,1.032,0,-0.091,-0.061,29.87,-1.34,-0.01,140.45
2021/10/13,31:49.6,40.125,30.625,126.375,0.026,-0.003,1.032,0,-0.061,-0.03,29.88,-1.37,-0.05,140.45
2021/10/13,31:50.6,45.125,35.125,129.25,0.025,-0.002,1.032,-0.03,0,0,29.88,-1.35,-0.04,140.43
2021/10/13,31:51.6,45.625,30.75,129,0.025,-0.002,1.033,0.03,-0.061,-0.03,29.83,-1.53,-0.27,140.55
2021/10/13,31:52.6,45.875,31.25,124.375,0.026,0,1.033,0.03,-0.091,0.03,29.85,-1.65,-0.38,140.64
2021/10/13,31:53.6,44.25,31.75,130.75,0.025,-0.001,1.031,0,-0.061,0,29.86,-1.62,-0.34,140.65
2021/10/13,31:54.6,46,28.625,131.25,0.025,-0.002,1.032,0.03,-0.061,-0.061,29.87,-1.78,-0.56,140.79
2021/10/13,31:55.6,44.25,32.375,130.875,0.025,-0.002,1.032,0.061,-0.091,-0.03,29.88,-1.66,-0.42,140.76
2021/10/13,31:56.6,44.75,31.25,128.375,0.025,-0.002,1.031,0,-0.061,-0.03,29.89,-1.66,-0.41,140.79
2021/10/13,31:57.6,42.625,30.25,130.125,0.026,-0.002,1.031,0.03,-0.03,0,29.89,-1.63,-0.37,140.8
2021/10/13,31:58.6,44,33.625,128.25,0.025,-0.003,1.032,-0.03,-0.03,0,29.89,-1.51,-0.25,140.76
2021/10/13,31:59.6,41.875,35.125,129.875,0.025,-0.002,1.032,0,-0.091,-0.03,29.89,-1.31,-0.01,140.65
2021/10/13,32:00.6,44.875,36.25,131.125,0.025,-0.002,1.032,0,-0.091,-0.03,29.9,-1.26,0.06,140.59
2021/10/13,32:01.6,42,34.875,130.125,0.025,-0.001,1.032,0.03,-0.091,-0.03,29.91,-1.19,0.16,140.52
2021/10/13,32:02.6,43.875,32.25,132.75,0.026,-0.002,1.032,0,-0.091,-0.03,29.93,-1.32,0,140.57
2021/10/13,32:03.6,43.375,36.125,131.75,0.027,-0.001,1.033,0.061,-0.061,0.03,29.94,-1.24,0.13,140.5
2021/10/13,32:04.6,42,32.25,126.625,0.027,-0.002,1.032,0.061,-0.061,-0.03,29.91,-1.31,0.06,140.51
2021/10/13,32:05.6,45.125,34.875,130.625,0.026,-0.003,1.031,0,-0.091,0,29.94,-1.34,0.01,140.51
2021/10/13,32:06.6,40.5,33.5,131.875,0.026,-0.002,1.033,0.03,-0.03,0,29.92,-1.25,0.12,140.44
2021/10/13,32:07.6,39.625,32.375,123.875,0.027,-0.003,1.031,0,-0.061,-0.061,29.97,-1.24,0.14,140.4
2021/10/13,32:08.6,43.25,32.875,129.875,0.026,-0.002,1.034,0,-0.061,0,29.94,-1.32,0.04,140.42
2021/10/13,32:09.6,42.75,32.875,132.375,0.025,-0.002,1.033,0.061,-0.03,0,29.95,-1.33,0.01,140.42
2021/10/13,32:10.6,43.625,30.75,131,0.025,-0.002,1.032,0,-0.03,-0.03,29.95,-1.45,-0.15,140.5
2021/10/13,32:11.6,43,34.125,129.125,0.026,-0.002,1.033,0.03,-0.03,0.03,29.93,-1.38,-0.06,140.45
2021/10/13,32:12.6,41.375,33,131.625,0.025,-0.002,1.033,0.03,-0.061,-0.03,29.96,-1.32,0.01,140.41
2021/10/13,32:13.6,42.125,32.25,128.75,0.024,-0.002,1.032,0,-0.091,0,29.94,-1.34,-0.03,140.41
2021/10/13,32:14.5,41.875,35.125,124.25,0.026,-0.003,1.033,0,-0.061,0,29.95,-1.24,0.09,140.33
2021/10/13,32:15.5,41.75,34.25,126.625,0.025,-0.001,1.033,0,-0.03,-0.03,29.98,-1.21,0.14,140.28
2021/10/13,32:16.5,41.25,33,131.375,0.025,-0.002,1.033,0,-0.091,-0.061,30,-1.22,0.12,140.27
2021/10/13,32:17.5,41,33.375,132.5,0.026,-0.002,1.032,0.03,-0.061,0.03,29.95,-1.21,0.13,140.23
2021/10/13,32:18.5,42.25,33.5,130.75,0.025,-0.002,1.031,0,-0.091,0.03,29.93,-1.24,0.09,140.23
2021/10/13,32:19.5,45.125,33.75,127.875,0.025,-0.003,1.031,-0.03,-0.091,0,29.98,-1.34,-0.05,140.28
2021/10/13,32:20.5,42,32.375,128,0.025,-0.003,1.032,0.03,-0.03,-0.03,29.95,-1.35,-0.07,140.27
2021/10/13,32:21.5,44.75,31.625,131.25,0.026,-0.001,1.031,0.03,-0.03,0.03,30.01,-1.48,-0.2,140.35
2021/10/13,32:22.5,44.625,32.625,126.875,0.025,-0.001,1.032,0.03,-0.061,0.03,30.04,-1.51,-0.23,140.38
2021/10/13,32:23.5,45.375,36.125,131,0.026,-0.002,1.032,0,-0.03,0,30,-1.42,-0.11,140.33
2021/10/13,32:24.5,44.125,30.25,128.5,0.025,-0.002,1.033,0.03,-0.061,-0.03,30.03,-1.55,-0.28,140.42
2021/10/13,32:25.5,42.375,35.25,126.5,0.026,-0.003,1.032,0.03,-0.061,-0.061,30.04,-1.37,-0.08,140.31
2021/10/13,32:26.5,40.875,30.375,129.5,0.025,-0.003,1.033,-0.03,-0.122,-0.03,30.04,-1.41,-0.13,140.33
2021/10/13,32:27.5,47.625,34.125,127.875,0.025,-0.003,1.032,0.03,-0.061,0,29.97,-1.51,-0.26,140.4
2021/10/13,32:28.5,41,32.5,130.5,0.026,-0.002,1.033,0,-0.061,0.03,30.05,-1.41,-0.13,140.35
2021/10/13,32:29.5,42.75,32.125,130.5,0.025,-0.003,1.032,0.03,-0.061,-0.061,30.04,-1.43,-0.15,140.36
2021/10/13,32:30.5,42.5,29.875,126.75,0.026,-0.002,1.032,0,0,-0.03,30.02,-1.53,-0.26,140.42
2021/10/13,32:31.5,45.875,33.375,128.625,0.025,-0.002,1.033,0,-0.061,-0.03,30.03,-1.55,-0.29,140.45
2021/10/13,32:32.5,42.875,31.875,130.875,0.026,-0.002,1.031,0.03,-0.03,-0.03,30.04,-1.52,-0.24,140.45
2021/10/13,32:33.5,44.75,33.875,130.25,0.025,-0.002,1.033,0,0,-0.03,30.04,-1.48,-0.2,140.43
2021/10/13,32:34.5,44.125,32.75,124.5,0.026,-0.001,1.033,-0.03,-0.091,0,30.04,-1.5,-0.2,140.45
2021/10/13,32:35.5,42.25,33,126.375,0.026,-0.003,1.031,0.03,-0.091,-0.03,30.02,-1.44,-0.12,140.42
2021/10/13,32:36.5,42.125,30.125,131.375,0.026,-0.001,1.034,0,-0.122,0.03,30.09,-1.51,-0.2,140.46
2021/10/13,32:37.5,39.875,32.75,126.875,0.025,-0.002,1.031,0.03,0,-0.03,30.03,-1.35,-0.03,140.38
2021/10/13,32:38.5,47.875,31.625,130,0.026,-0.002,1.032,0.03,-0.152,-0.061,30.08,-1.58,-0.31,140.52
2021/10/13,32:39.5,44.5,33.625,131.125,0.026,-0.002,1.033,0.061,-0.03,-0.061,30.09,-1.52,-0.24,140.5
2021/10/13,32:40.5,46.625,37.5,129.875,0.025,-0.002,1.033,0.03,-0.061,-0.03,30.08,-1.4,-0.09,140.43
2021/10/13,32:41.4,47.25,33.375,129.875,0.025,-0.002,1.031,0,-0.061,-0.03,30.09,-1.51,-0.24,140.51
2021/10/13,32:42.4,42.625,31.25,125.75,0.025,-0.002,1.032,-0.03,-0.061,0,30.09,-1.51,-0.24,140.52
2021/10/13,32:43.4,44.75,31.75,134,0.025,-0.002,1.031,0,-0.061,-0.061,30.08,-1.55,-0.29,140.56
2021/10/13,32:44.4,44.875,32.875,123.625,0.025,-0.001,1.033,0,-0.061,-0.03,30.09,-1.55,-0.27,140.58
2021/10/13,32:45.4,42.875,34.125,130.875,0.026,-0.002,1.032,0.03,-0.091,0,30.09,-1.43,-0.12,140.51
2021/10/13,32:46.4,42.375,30.125,128.625,0.025,-0.002,1.031,-0.03,-0.091,0,30.08,-1.5,-0.22,140.56
2021/10/13,32:47.4,42.625,34.875,128.625,0.025,-0.002,1.031,0,0,0.03,30.09,-1.34,-0.05,140.48
2021/10/13,32:48.4,43,34.5,129,0.025,-0.002,1.032,0.061,-0.091,0.03,30.14,-1.29,0.02,140.44
2021/10/13,32:49.4,41.25,30.375,125.625,0.024,-0.002,1.032,0,-0.061,0,30.09,-1.37,-0.09,140.48
2021/10/13,32:50.4,41.75,31.5,128.5,0.024,-0.003,1.031,0,-0.122,-0.03,30.09,-1.38,-0.12,140.48
2021/10/13,32:51.4,44.875,36,130.125,0.024,-0.002,1.03,0,-0.122,0,30.09,-1.31,-0.03,140.43
2021/10/13,32:52.4,46,33.125,126.5,0.025,-0.002,1.031,0.061,-0.061,-0.061,30.08,-1.42,-0.17,140.5
2021/10/13,32:53.4,44.375,32.375,125.25,0.025,-0.003,1.032,0.03,-0.122,-0.03,30.08,-1.47,-0.22,140.53
2021/10/13,32:54.4,43.125,35,131.625,0.025,-0.001,1.031,0.03,-0.061,0,30.07,-1.35,-0.05,140.46
2021/10/13,32:55.4,41.625,34,127.875,0.025,-0.002,1.033,0.03,-0.091,-0.061,30.12,-1.27,0.05,140.4
2021/10/13,32:56.4,47.375,36,128.875,0.024,-0.001,1.033,0,-0.061,-0.03,30.1,-1.33,-0.02,140.42
2021/10/13,32:57.4,45.25,36.25,128.625,0.025,-0.003,1.032,0,-0.091,-0.03,30.12,-1.3,0.01,140.38
2021/10/13,32:58.4,43.5,31.875,127,0.026,-0.001,1.033,0,-0.061,0,30.13,-1.4,-0.09,140.43
2021/10/13,32:59.4,44,37,128,0.024,-0.002,1.032,-0.03,-0.061,0,30.13,-1.24,0.06,140.34
2021/10/13,33:00.4,43.125,37,126.25,0.025,-0.002,1.032,0,-0.091,-0.03,30.13,-1.14,0.19,140.24
2021/10/13,33:01.4,41.75,33.25,123.125,0.025,-0.003,1.031,0,-0.091,0,30.09,-1.19,0.12,140.24
2021/10/13,33:02.4,45.25,32.625,124.5,0.025,-0.002,1.03,0,-0.061,0,30.12,-1.36,-0.08,140.33
2021/10/13,33:03.4,44.75,31.5,130.25,0.025,-0.002,1.032,0,-0.091,0,30.14,-1.49,-0.23,140.4
2021/10/13,33:04.4,47.25,33.375,127.375,0.025,-0.001,1.034,0.03,0,-0.03,30.16,-1.57,-0.31,140.47
2021/10/13,33:05.4,42.375,33.5,125.375,0.025,-0.003,1.033,0,-0.061,-0.03,30.14,-1.45,-0.18,140.41
2021/10/13,33:06.4,41.625,32.25,130.625,0.025,-0.003,1.032,-0.03,0,0,30.16,-1.39,-0.13,140.39
2021/10/13,33:07.4,43,29.875,130.625,0.025,-0.002,1.032,0,-0.03,0.03,30.18,-1.5,-0.27,140.46
2021/10/13,33:08.4,44.875,34.75,127.875,0.024,-0.001,1.033,0.03,-0.061,0,30.13,-1.43,-0.18,140.43
2021/10/13,33:09.4,40.75,31.375,128.125,0.024,-0.001,1.032,0.03,-0.122,0,30.14,-1.38,-0.11,140.41
2021/10/13,33:10.4,40.5,35.75,130,0.024,-0.001,1.032,0,-0.03,-0.03,30.15,-1.16,0.14,140.28
2021/10/13,33:11.3,39.5,32,122.625,0.024,-0.002,1.032,0,-0.061,-0.061,30.14,-1.16,0.14,140.25
2021/10/13,33:12.3,42,35.25,130.75,0.025,-0.001,1.032,0,-0.091,0,30.16,-1.13,0.2,140.19
2021/10/13,33:13.3,42.875,31.25,130.375,0.024,-0.002,1.032,-0.03,-0.091,0,30.19,-1.29,-0.01,140.26
2021/10/13,33:14.3,42.875,31.75,130.5,0.026,-0.002,1.032,0.03,-0.091,-0.03,30.17,-1.39,-0.1,140.3
2021/10/13,33:15.3,42,34,128.375,0.024,-0.002,1.033,0,-0.061,0,30.18,-1.3,-0.01,140.25
2021/10/13,33:16.3,45,32.375,125.25,0.025,-0.002,1.031,-0.03,-0.061,-0.03,30.19,-1.43,-0.17,140.32
2021/10/13,33:17.3,47.5,31,132,0.024,-0.002,1.032,-0.061,-0.091,0,30.2,-1.62,-0.43,140.46
2021/10/13,33:18.3,46.5,34.625,131.5,0.025,-0.003,1.032,0,-0.061,-0.061,30.19,-1.57,-0.36,140.45
2021/10/13,33:19.2,42.125,32.5,130.5,0.025,-0.003,1.032,0,-0.091,-0.061,30.22,-1.47,-0.24,140.41
2021/10/13,33:20.2,44,35.875,127.875,0.025,-0.003,1.032,0.061,-0.061,-0.03,30.19,-1.34,-0.09,140.33
2021/10/13,33:21.3,43.125,32.75,132.625,0.025,-0.002,1.033,0.061,-0.061,0.03,30.2,-1.36,-0.1,140.34
2021/10/13,33:22.2,42.75,34.125,127.5,0.026,-0.001,1.033,0,-0.122,0,30.19,-1.32,-0.03,140.3
2021/10/13,33:23.3,41.5,33.125,128.125,0.027,-0.001,1.032,-0.061,-0.061,-0.03,30.16,-1.31,0.02,140.27
2021/10/13,33:24.2,43.125,31.875,127.375,0.025,-0.002,1.032,0.03,-0.061,0.061,30.17,-1.4,-0.09,140.31
2021/10/13,33:25.2,43.125,37.125,127.625,0.026,-0.003,1.033,0.03,-0.122,-0.03,30.15,-1.23,0.1,140.2
2021/10/13,33:26.2,42.5,32.75,128.625,0.025,-0.002,1.031,0.03,-0.091,0.03,30.18,-1.29,0.02,140.22
2021/10/13,33:27.2,43.25,33.625,128.375,0.026,-0.002,1.033,0,-0.091,0.03,30.2,-1.33,-0.01,140.22
2021/10/13,33:28.2,41.875,35.75,130,0.025,-0.002,1.032,0.061,-0.122,-0.03,30.23,-1.2,0.14,140.13
2021/10/13,33:29.2,44.625,33.125,130.125,0.025,-0.002,1.032,0.03,-0.061,0,30.2,-1.33,-0.02,140.19
2021/10/13,33:30.2,44.5,32.375,130.75,0.024,-0.002,1.032,0,-0.061,-0.061,30.2,-1.42,-0.14,140.24
2021/10/13,33:31.2,41.5,33.125,128,0.025,-0.002,1.031,-0.03,-0.061,0,30.18,-1.35,-0.06,140.2
2021/10/13,33:32.2,43.25,33.5,129,0.025,-0.001,1.032,0.03,-0.061,-0.061,30.21,-1.36,-0.06,140.19
2021/10/13,33:33.2,46.75,37.125,131.125,0.025,-0.003,1.032,0,-0.061,0.03,30.24,-1.34,-0.03,140.17
2021/10/13,33:34.2,43.375,37.75,132.625,0.025,-0.003,1.032,-0.03,-0.03,0.03,30.2,-1.17,0.13,140.06
